Id	Omschrijving	Status	RfcId	HpSvcId
414	99 KPW Evaluatie vd wijziging 	Wacht op uitvoering	68.809	748.640
415	99 OTAP Evalueren van de wijziging	Wacht op uitvoering	63.773	692.223
416	50 OTAP Vrijgave wijziging	Wacht op uitvoering	63.773	692.227
417	60 OTAP Implementeren op productie	Wacht op uitvoering	63.773	692.226
418	80 OTAP Accepteren van de wijziging	Wacht op uitvoering	63.773	692.225
419	90 OTAP Bijwerken CMDB	Wacht op uitvoering	63.773	692.224
420	99 AP-Model Evaluatie	Wacht op uitvoering	64.341	698.386
421	90 AP-Model Bijwerken CMDB	Wacht op uitvoering	64.341	698.387
422	80 AP-Model  Accepteren van de wijziging	Wacht op uitvoering	64.341	698.388
423	60 AP-Model Implementeren op productie	Wacht op uitvoering	64.341	698.389
424	45 AP-Model GAT test	In uitvoering	64.341	698.391
425	50 AP-Model Vrijgave wijziging	Wacht op uitvoering	64.341	698.390
426	40 OTAP Implementeren op acceptatie	Wacht op uitvoering	68.911	749.773
427	60 OTAP Implementeren op productie	Wacht op uitvoering	68.911	749.770
428	99 OTAP Evalueren van de wijziging	Wacht op uitvoering	68.911	749.767
429	90 OTAP Bijwerken CMDB	Wacht op uitvoering	68.911	749.768
430	80 OTAP Accepteren van de wijziging	Wacht op uitvoering	68.911	749.769
431	45 OTAP GAT test	Wacht op uitvoering	68.911	749.772
432	20 OTAP Bouw	In uitvoering	68.911	749.776
433	35 OTAP Functionele test	Wacht op uitvoering	68.911	749.774
434	30 OTAP Implementeren op test	Wacht op uitvoering	68.911	749.775
435	50 OTAP Vrijgave wijziging	Wacht op uitvoering	68.911	749.771
436	60 OTAP Implementeren op productie	Wacht op uitvoering	71.718	781.790
437	50 OTAP Vrijgave wijziging	Wacht op uitvoering	71.718	781.791
438	80 OTAP Accepteren van de wijziging	Wacht op uitvoering	71.718	781.789
439	99 OTAP Evalueren van de wijziging	Wacht op uitvoering	71.718	781.787
440	40 OTAP Implementeren op acceptatie	Wacht op uitvoering	71.718	781.793
441	35 OTAP Functionele test	Wacht op uitvoering	71.718	781.794
442	30 OTAP Implementeren op test	Wacht op uitvoering	71.718	781.795
443	20 OTAP Bouw	In uitvoering	71.718	781.796
444	90 OTAP Bijwerken CMDB	Wacht op uitvoering	71.718	781.788
445	45 OTAP GAT test	Wacht op uitvoering	71.718	781.792
446	99 AP-Model Evaluatie	Wacht op uitvoering	66.925	726.863
447	90 AP-Model Bijwerken CMDB	Wacht op uitvoering	66.925	726.864
448	80 AP-Model  Accepteren van de wijziging	Wacht op uitvoering	66.925	726.865
449	60 AP-Model Implementeren op productie	In uitvoering	66.925	726.866
450	80 AP-Model  Accepteren van de wijziging	In uitvoering	67.830	737.066
451	90 AP-Model Bijwerken CMDB	Wacht op uitvoering	67.830	737.065
452	99 AP-Model Evaluatie	Wacht op uitvoering	67.830	737.064
453	99 AP-Model Evaluatie	Wacht op uitvoering	70.805	772.134
454	80 AP-Model  Accepteren van de wijziging	In uitvoering	70.805	772.136
455	90 AP-Model Bijwerken CMDB	Wacht op uitvoering	70.805	772.135
456	90 AP-Model Bijwerken CMDB	Wacht op uitvoering	70.995	774.222
457	99 AP-Model Evaluatie	Wacht op uitvoering	70.995	774.221
458	80 AP-Model  Accepteren van de wijziging	In uitvoering	70.995	774.223
459	80 Verkort model Acceptatie vd wijziging	In uitvoering	71.051	774.721
460	90 Verkort model Bijwerken CMDB	Wacht op uitvoering	71.051	774.720
461	99 Verkort model  Evaluatie 	Wacht op uitvoering	71.051	774.719
462	99 Verkort model  Evaluatie 	Wacht op uitvoering	71.318	777.787
463	80 Verkort model Acceptatie vd wijziging	In uitvoering	71.318	777.789
464	90 Verkort model Bijwerken CMDB	Wacht op uitvoering	71.318	777.788
465	90 Verkort model Bijwerken CMDB	In uitvoering	71.349	778.046
466	99 Verkort model  Evaluatie 	Wacht op uitvoering	71.349	778.045
467	80 Verkort model Acceptatie vd wijziging	In uitvoering	71.749	782.133
468	90 Verkort model Bijwerken CMDB	Wacht op uitvoering	71.749	782.132
469	99 Verkort model  Evaluatie 	Wacht op uitvoering	71.749	782.131
470	99 AP-Model Evaluatie	Wacht op uitvoering	71.750	782.148
471	80 AP-Model  Accepteren van de wijziging	In uitvoering	71.750	782.150
472	90 AP-Model Bijwerken CMDB	Wacht op uitvoering	71.750	782.149
473	99 Verkort model  Evaluatie 	Wacht op uitvoering	71.763	782.307
474	80 Verkort model Acceptatie vd wijziging	In uitvoering	71.763	782.309
475	90 Verkort model Bijwerken CMDB	Wacht op uitvoering	71.763	782.308
476	90 P-Model Bijwerken CMDB	Wacht op uitvoering	67.922	738.479
477	80 P-Mode  Accepteren van de wijziging	Wacht op uitvoering	67.922	738.480
478	99 P-Model Evaluatie	Wacht op uitvoering	67.922	738.478
479	10 P-Model intake	In uitvoering	67.922	738.483
480	20 P-Model bouw	Wacht op uitvoering	67.922	738.482
481	60 P-Model Implementeren op productie	Wacht op uitvoering	67.922	738.481
482	80 Verkort model Acceptatie vd wijziging	Wacht op uitvoering	71.849	783.205
483	90 Verkort model Bijwerken CMDB	Wacht op uitvoering	71.849	783.204
484	60 Verkort model Implementeren op productie	Wacht op uitvoering	71.849	783.206
485	50 Verkort Vrijgave wijziging	Wacht op uitvoering	71.849	783.207
486	10 Verkort model Intake	In uitvoering	71.849	783.208
487	99 Verkort model  Evaluatie 	Wacht op uitvoering	71.849	783.203
488	90 OTAP Bijwerken CMDB	Wacht op uitvoering	67.251	730.622
489	40 OTAP Implementeren op acceptatie	In uitvoering	67.251	730.627
490	99 OTAP Evalueren van de wijziging	Wacht op uitvoering	67.251	730.621
491	80 OTAP Accepteren van de wijziging	Wacht op uitvoering	67.251	730.623
492	60 OTAP Implementeren op productie	Wacht op uitvoering	67.251	730.624
493	50 OTAP Vrijgave wijziging	Wacht op uitvoering	67.251	730.625
494	45 OTAP GAT test	Wacht op uitvoering	67.251	730.626
495	99 P-Model Evaluatie	Wacht op uitvoering	67.727	735.907
496	90 P-Model Bijwerken CMDB	In uitvoering	67.727	735.908
497	35 KPW Funct. test	In uitvoering	69.400	755.714
498	45 KPW Gat test 	Wacht op uitvoering	69.400	755.713
499	60 KPW Impl.op productie 	Wacht op uitvoering	69.400	755.712
500	99 KPW Evaluatie vd wijziging 	Wacht op uitvoering	69.400	755.711
501	50 AP-Model Vrijgave wijziging	Wacht op uitvoering	71.041	774.619
502	99 AP-Model Evaluatie	Wacht op uitvoering	71.041	774.615
503	90 AP-Model Bijwerken CMDB	Wacht op uitvoering	71.041	774.616
504	60 AP-Model Implementeren op productie	Wacht op uitvoering	71.041	774.618
505	45 AP-Model GAT test	Wacht op uitvoering	71.041	774.620
506	40 AP-Model Implementeren op acceptatie 	In uitvoering	71.041	774.621
507	80 AP-Model  Accepteren van de wijziging	Wacht op uitvoering	71.041	774.617
508	50 AP-Model Vrijgave wijziging	Wacht op uitvoering	71.194	776.334
509	60 AP-Model Implementeren op productie	Wacht op uitvoering	71.194	776.333
510	80 AP-Model  Accepteren van de wijziging	Wacht op uitvoering	71.194	776.332
511	90 AP-Model Bijwerken CMDB	Wacht op uitvoering	71.194	776.331
512	99 AP-Model Evaluatie	Wacht op uitvoering	71.194	776.330
513	45 AP-Model GAT test	In uitvoering	71.194	776.335
514	99 Verkort model  Evaluatie 	Wacht op uitvoering	71.878	783.617
515	10 Verkort model Intake	In uitvoering	71.878	783.622
516	50 Verkort Vrijgave wijziging	Wacht op uitvoering	71.878	783.621
517	60 Verkort model Implementeren op productie	Wacht op uitvoering	71.878	783.620
518	90 Verkort model Bijwerken CMDB	Wacht op uitvoering	71.878	783.618
519	80 Verkort model Acceptatie vd wijziging	Wacht op uitvoering	71.878	783.619
520	45 KPW Gat test 	Wacht op uitvoering	69.204	753.464
521	60 KPW Impl.op productie 	Wacht op uitvoering	69.204	753.463
522	99 KPW Evaluatie vd wijziging 	Wacht op uitvoering	69.204	753.462
523	35 KPW Funct. test	In uitvoering	69.204	753.465
524	45 KPW Gat test 	Wacht op uitvoering	69.201	753.439
525	60 KPW Impl.op productie 	Wacht op uitvoering	69.201	753.438
526	99 KPW Evaluatie vd wijziging 	Wacht op uitvoering	69.201	753.437
527	35 KPW Funct. test	In uitvoering	69.201	753.440
528	80 Verkort model Acceptatie vd wijziging	In uitvoering	68.313	743.201
529	90 Verkort model Bijwerken CMDB	Wacht op uitvoering	68.313	743.200
530	99 Verkort model  Evaluatie 	Wacht op uitvoering	68.313	743.199
531	35 KPW Funct. test	In uitvoering	68.312	743.197
532	99 KPW Evaluatie vd wijziging 	Wacht op uitvoering	68.312	743.194
533	60 KPW Impl.op productie 	Wacht op uitvoering	68.312	743.195
534	45 KPW Gat test 	Wacht op uitvoering	68.312	743.196
535	45 KPW Gat test 	Wacht op uitvoering	68.310	743.186
536	60 KPW Impl.op productie 	Wacht op uitvoering	68.310	743.185
537	99 KPW Evaluatie vd wijziging 	Wacht op uitvoering	68.310	743.184
538	35 KPW Funct. test	In uitvoering	68.310	743.187
539	35 KPW Funct. test	In uitvoering	68.311	743.192
540	45 KPW Gat test 	Wacht op uitvoering	68.311	743.191
541	60 KPW Impl.op productie 	Wacht op uitvoering	68.311	743.190
542	99 KPW Evaluatie vd wijziging 	Wacht op uitvoering	68.311	743.189
543	90 OTAP Bijwerken CMDB	Wacht op uitvoering	68.308	743.167
544	99 OTAP Evalueren van de wijziging	Wacht op uitvoering	68.308	743.166
545	80 OTAP Accepteren van de wijziging	Wacht op uitvoering	68.308	743.168
546	60 OTAP Implementeren op productie	Wacht op uitvoering	68.308	743.169
547	50 OTAP Vrijgave wijziging	Wacht op uitvoering	68.308	743.170
548	45 OTAP GAT test	In uitvoering	68.308	743.171
549	35 OTAP Functionele test	Wacht op uitvoering	68.404	744.088
550	99 OTAP Evalueren van de wijziging	Wacht op uitvoering	68.404	744.081
551	90 OTAP Bijwerken CMDB	Wacht op uitvoering	68.404	744.082
552	80 OTAP Accepteren van de wijziging	Wacht op uitvoering	68.404	744.083
553	60 OTAP Implementeren op productie	Wacht op uitvoering	68.404	744.084
554	50 OTAP Vrijgave wijziging	Wacht op uitvoering	68.404	744.085
555	40 OTAP Implementeren op acceptatie	Wacht op uitvoering	68.404	744.087
556	30 OTAP Implementeren op test	Wacht op uitvoering	68.404	744.089
557	20 OTAP Bouw	In uitvoering	68.404	744.090
558	45 OTAP GAT test	Wacht op uitvoering	68.404	744.086
559	99 OTAP Evalueren van de wijziging	Wacht op uitvoering	63.979	694.301
560	90 OTAP Bijwerken CMDB	Wacht op uitvoering	63.979	694.302
561	80 OTAP Accepteren van de wijziging	Wacht op uitvoering	63.979	694.303
562	60 OTAP Implementeren op productie	Wacht op uitvoering	63.979	694.304
563	45 OTAP GAT test	In uitvoering	63.979	694.306
564	50 OTAP Vrijgave wijziging	Wacht op uitvoering	63.979	694.305
565	50 AP-Model Vrijgave wijziging	Wacht op uitvoering	64.349	698.486
566	60 AP-Model Implementeren op productie	Wacht op uitvoering	64.349	698.485
567	80 AP-Model  Accepteren van de wijziging	Wacht op uitvoering	64.349	698.484
568	90 AP-Model Bijwerken CMDB	Wacht op uitvoering	64.349	698.483
569	99 AP-Model Evaluatie	Wacht op uitvoering	64.349	698.482
570	45 AP-Model GAT test	In uitvoering	64.349	698.487
571	60 OTAP Implementeren op productie	Wacht op uitvoering	65.859	714.882
572	99 OTAP Evalueren van de wijziging	Wacht op uitvoering	65.859	714.879
573	80 OTAP Accepteren van de wijziging	Wacht op uitvoering	65.859	714.881
574	50 OTAP Vrijgave wijziging	Wacht op uitvoering	65.859	714.883
575	45 OTAP GAT test	In uitvoering	65.859	714.884
576	90 OTAP Bijwerken CMDB	Wacht op uitvoering	65.859	714.880
577	20 OTAP Bouw	In uitvoering	68.403	744.079
578	99 OTAP Evalueren van de wijziging	Wacht op uitvoering	68.403	744.070
579	90 OTAP Bijwerken CMDB	Wacht op uitvoering	68.403	744.071
580	60 OTAP Implementeren op productie	Wacht op uitvoering	68.403	744.073
581	80 OTAP Accepteren van de wijziging	Wacht op uitvoering	68.403	744.072
582	45 OTAP GAT test	Wacht op uitvoering	68.403	744.075
583	40 OTAP Implementeren op acceptatie	Wacht op uitvoering	68.403	744.076
584	30 OTAP Implementeren op test	Wacht op uitvoering	68.403	744.078
585	35 OTAP Functionele test	Wacht op uitvoering	68.403	744.077
586	50 OTAP Vrijgave wijziging	Wacht op uitvoering	68.403	744.074
587	50 Verkort Vrijgave wijziging	In uitvoering	71.827	783.095
588	60 Verkort model Implementeren op productie	Wacht op uitvoering	71.827	783.094
589	80 Verkort model Acceptatie vd wijziging	Wacht op uitvoering	71.827	783.093
590	90 Verkort model Bijwerken CMDB	Wacht op uitvoering	71.827	783.092
591	99 Verkort model  Evaluatie 	Wacht op uitvoering	71.827	783.091
592	60 AP-Model Implementeren op productie	Wacht op uitvoering	71.841	783.117
593	90 AP-Model Bijwerken CMDB	Wacht op uitvoering	71.841	783.115
594	99 AP-Model Evaluatie	Wacht op uitvoering	71.841	783.114
595	80 AP-Model  Accepteren van de wijziging	Wacht op uitvoering	71.841	783.116
596	45 AP-Model GAT test	Wacht op uitvoering	71.841	783.119
597	20 AP-Model Bouw	In uitvoering	71.841	783.121
598	40 AP-Model Implementeren op acceptatie 	Wacht op uitvoering	71.841	783.120
599	50 AP-Model Vrijgave wijziging	Wacht op uitvoering	71.841	783.118
600	80 Verkort model Acceptatie vd wijziging	In uitvoering	66.570	722.962
601	90 Verkort model Bijwerken CMDB	Wacht op uitvoering	66.570	722.961
602	99 Verkort model  Evaluatie 	Wacht op uitvoering	66.570	722.960
603	60 OTAP Implementeren op productie	Wacht op uitvoering	66.572	722.986
604	99 OTAP Evalueren van de wijziging	Wacht op uitvoering	66.572	722.983
605	80 OTAP Accepteren van de wijziging	Wacht op uitvoering	66.572	722.985
606	50 OTAP Vrijgave wijziging	Wacht op uitvoering	66.572	722.987
607	45 OTAP GAT test	Wacht op uitvoering	66.572	722.988
608	40 OTAP Implementeren op acceptatie	In uitvoering	66.572	722.989
609	90 OTAP Bijwerken CMDB	Wacht op uitvoering	66.572	722.984
610	35 KPW Funct. test	In uitvoering	66.573	722.997
611	45 KPW Gat test 	Wacht op uitvoering	66.573	722.996
612	60 KPW Impl.op productie 	Wacht op uitvoering	66.573	722.995
613	99 KPW Evaluatie vd wijziging 	Wacht op uitvoering	66.573	722.994
614	35 KPW Funct. test	In uitvoering	66.595	723.234
615	99 KPW Evaluatie vd wijziging 	Wacht op uitvoering	66.595	723.231
616	45 KPW Gat test 	Wacht op uitvoering	66.595	723.233
617	60 KPW Impl.op productie 	Wacht op uitvoering	66.595	723.232
618	99 AP-Model Evaluatie	Wacht op uitvoering	66.596	723.236
619	45 AP-Model GAT test	In uitvoering	66.596	723.241
620	50 AP-Model Vrijgave wijziging	Wacht op uitvoering	66.596	723.240
621	60 AP-Model Implementeren op productie	Wacht op uitvoering	66.596	723.239
622	80 AP-Model  Accepteren van de wijziging	Wacht op uitvoering	66.596	723.238
623	90 AP-Model Bijwerken CMDB	Wacht op uitvoering	66.596	723.237
624	35 KPW Funct. test	In uitvoering	69.399	755.709
625	99 KPW Evaluatie vd wijziging 	Wacht op uitvoering	69.399	755.706
626	45 KPW Gat test 	Wacht op uitvoering	69.399	755.708
627	60 KPW Impl.op productie 	Wacht op uitvoering	69.399	755.707
628	99 KPW Evaluatie vd wijziging 	Wacht op uitvoering	66.597	723.245
629	60 KPW Impl.op productie 	Wacht op uitvoering	66.597	723.246
630	35 KPW Funct. test	In uitvoering	66.597	723.248
631	45 KPW Gat test 	Wacht op uitvoering	66.597	723.247
